Coordinates,Count
"49.2587405420874, -123.190828996019",1
"49.2686745356552, -123.148697111018",1
"49.2507986432051, -123.062443126005",1
"49.2658551243906, -123.105830062359",2
"49.2804245090064, -123.08866526719",1
"49.2621186619455, -123.083807081032",1
"49.2388363128382, -123.101972102475",1
"49.2813589665466, -123.085096870902",15
"49.277721769655, -123.08901919043",1
"49.2836297468981, -123.08871780578",3
"49.2832836632058, -123.090703398989",4
"49.2629120253581, -123.058926943516",1
"49.2608507075442, -123.102199421545",1
"49.2609048651243, -123.101988564958",1
"49.2637205012437, -123.185032406789",1
"49.2817968078878, -123.028044245621",2
"49.2524438041335, -123.100591237061",1
"49.2239622989229, -123.102102203751",1
"49.2678554906042, -123.152285328887",3
"49.2683095941102, -123.148155799163",6
"49.2519741242729, -123.067676766432",1
"49.2422801973986, -123.083825010997",1
"49.208436340411, -123.138112626552",1
"49.2634653892904, -123.149961147855",1
"49.2503918569816, -123.039414429493",1
"49.2797122348466, -123.098589779021",7
"49.2643966292313, -123.2058396613",1
"49.2584959368863, -123.139179883781",2
"49.2326048358633, -123.089790276174",1
"49.2630224338077, -123.071061643988",2
"49.2441394433412, -123.060007036857",1
"49.2442376514593, -123.060562221264",1
"49.2677724196713, -123.146539748604",2
"49.2806621228381, -123.041338860037",1
"49.2818361327103, -123.089816474279",2
"49.2099078097462, -123.106285649194",1
"49.23208477579, -123.066521891325",2
"49.2318005094373, -123.063595991665",1
"49.2830677866524, -123.111026495379",2
"49.2776798813767, -123.086936886292",1
"49.2715787685485, -123.098400277071",1
"49.2710560002711, -123.099402841965",1
"49.2801727834971, -123.102014735218",1
"49.2676132020062, -123.103102325182",7
"49.2366115286244, -123.077809655179",1
"49.2751001592009, -123.068238914426",1
"49.2639676405074, -123.065586211445",1
"49.2698548486166, -123.101109100879",1
"49.2188339660759, -123.149491607431",1
"49.2777704984966, -123.066695212266",1
"49.2655743627261, -123.070062282626",1
"49.2783234742222, -123.114213561885",1
"49.2335833386334, -123.057128694902",1
"49.2778697531599, -123.076817300278",10
"49.2814855456033, -123.091785479946",8
"49.2183114955287, -123.140607022866",1
"49.2802956334657, -123.080894615583",3
"49.2779226836951, -123.077687531239",5
"49.2734500196258, -123.073742783585",1
"49.2589344677458, -123.073525449637",2
"49.268022096768, -123.066569423823",1
"49.2372038073754, -123.087721959717",1
"49.2458309378285, -123.185607523924",1
"49.2769815413816, -123.096639922553",1
"49.2711607324243, -123.070415126069",1
"49.2592790753703, -123.068001478602",1
"49.2769172591631, -123.093871586615",2
"49.2834582908847, -123.110457415108",5
"49.2835027478657, -123.110529716451",5
"49.2670670129826, -123.061269753614",1
"49.2308125424494, -123.175156000562",2
"49.2815848800886, -123.097303495523",13
"49.2710650249939, -123.105703794492",1
"49.2735304867011, -123.152225345066",1
"49.2799686669925, -123.12051813773",1
"49.2800691104654, -123.120376916998",1
"49.2802632734052, -123.120081093215",1
"49.2432644580646, -123.091037467547",1
"49.2805535001012, -123.130598785791",2
"49.2778761557055, -123.097509219978",5
"49.246551205278, -123.102124646016",1
"49.2515666336645, -123.100582295599",1
"49.2802948100355, -123.08078585761",2
"49.2346915461001, -123.065877807457",3
"49.2680165757698, -123.073326736201",1
"49.2629600459389, -123.062911183926",1
"49.2759272286436, -123.059625944322",1
"49.2517754639157, -123.034289367681",1
"49.2350941622572, -123.184993124288",1
"49.2804551499822, -123.090091276026",3
"49.2836839853764, -123.091795747894",3
"49.2484802921326, -123.097025047409",1
"49.2776736537812, -123.086449228768",1
"49.2823709788848, -123.090849522012",1
"49.2823731359332, -123.090954712218",1
"49.2367239684161, -123.101235425862",1
"49.2790889123933, -123.092723878434",1
"49.279052511704, -123.09104618162",1
"49.2790804324868, -123.092417536589",1
"49.2584636541811, -123.076835718781",1
"49.2630362911933, -123.147909269361",1
"49.2616347380832, -123.070732927344",1
"49.2666268258286, -123.071170021078",1
"49.2801470179472, -123.100654361994",2
"49.2600102237903, -123.184652460056",2
"49.2428728717877, -123.068992642786",1
"49.2799165591105, -123.109794027851",1
"49.2833929266507, -123.111530493518",2
"49.2819153321785, -123.108413374474",4
"49.2790842436755, -123.108891295816",1
"49.2685144135243, -123.065498064482",2
"49.2502844371306, -123.032979649827",1
"49.284879214836, -123.096493182291",1
"49.233747591468, -123.113892747535",1
"49.2600211605999, -123.138284954685",2
"49.2740725873626, -123.13803381329",1
"49.2755722214489, -123.139374326036",1
"49.2788248225168, -123.047600446835",1
"49.2583413338856, -123.190169104213",1
"49.2583121419801, -123.188220500721",1
"49.2596938188235, -123.186410288082",1
"49.280100558528, -123.098672030887",4
"49.2564524326704, -123.109980023209",1
"49.2802812237076, -123.079637772742",1
"49.2671373211939, -123.105974219462",7
"49.2492765479035, -123.111974256453",1
"49.2823244445335, -123.088264318716",1
"49.2607471745712, -123.073212295696",1
"49.2526216985819, -123.053666527723",1
"49.2439267024266, -123.04975114469",1
"49.2467585663748, -123.090580429341",1
"49.2762665760689, -123.128980460502",1
"49.2449384171569, -123.184880755516",1
"49.2464785157426, -123.04326985296",1
"49.2423234886742, -123.049377915716",1
"49.2616434268778, -123.101435554713",3
"49.2669189148558, -123.052403257542",1
"49.2557118531211, -123.085349498949",1
"49.2640147796509, -123.083496128755",1
"49.2640180764052, -123.083899679727",1
"49.2640618005526, -123.083777837953",1
"49.2770049725455, -123.076806305923",1
"49.2785000449256, -123.047747245976",1
"49.2479207757907, -123.070594096517",1
"49.2751760200608, -123.027110808462",1
"49.2755584965927, -123.047610405414",1
"49.2818054180493, -123.051546186453",2
"49.2606384858366, -123.148705785792",1
"49.2825061330707, -123.07504562582",1
"49.2825082472828, -123.075252564609",1
"49.2273652416543, -123.061710847559",1
"49.2567079116814, -123.183152615729",1
"49.2807659882725, -123.085945150341",1
"49.252067023452, -123.161740352192",1
"49.2890051115596, -123.131006004505",1
"49.2655619971, -123.069101725648",3
"49.2802896319569, -123.080484877939",1
"49.2382846008188, -123.038894786268",1
"49.2625447546483, -123.05939434926",1
"49.2822262890186, -123.113277441551",1
"49.2849907577412, -123.095960565598",1
"49.2793859613654, -123.08049327918",2
"49.2786969808316, -123.092962098063",1
"49.2769000936735, -123.09269381843",1
"49.2649334463215, -123.183036330347",1
"49.2401724517579, -123.03530483722",1
"49.2818456122662, -123.090337480962",1
"49.2818516696262, -123.090643010155",1
"49.280494062202, -123.092044161882",1
"49.2343612589975, -123.159077887475",1
"49.2654339401816, -123.115198762802",1
"49.2540086347038, -123.08321728764",1
"49.2815105276572, -123.093142611437",15
"49.2674089504226, -123.077031312639",11
"49.2346768643546, -123.140330836817",1
"49.2090235313648, -123.140110007869",2
"49.2724855965907, -123.069181932306",4
"49.2337237620041, -123.130581427097",1
"49.2760397121842, -123.047740787876",1
"49.2887312347577, -123.129658996552",2
"49.2673488373791, -123.141831318946",1
"49.2825703188739, -123.079816673758",1
"49.2793511518729, -123.123470715159",16
"49.2805773443715, -123.073432294385",3
"49.2817842705027, -123.06398007395",3
"49.2818782722934, -123.06397609815",3
"49.2471796818972, -123.125568383892",1
"49.2790535398485, -123.076786031443",3
"49.2784148539536, -123.076828197187",2
"49.284537774864, -123.063078995215",6
"49.2601999296943, -123.070630987748",1
"49.2632715688712, -123.107106530703",4
"49.2818461043784, -123.062764461538",2
"49.247348279373, -123.07054176865",2
"49.2824380742325, -123.07662389567",3
"49.282573381136, -123.076730116972",3
"49.2826619839673, -123.076729580698",3
"49.2640436319097, -123.206307713741",3
"49.2508337247199, -123.114084889775",1
"49.2769153305104, -123.07028498221",2
"49.2777806666101, -123.124650353412",1
"49.2449481450504, -123.100877412137",1
"49.2450016691102, -123.100874649626",1
"49.2503192856065, -123.041863431355",1
"49.2617238426939, -123.116157711161",1
"49.2638357635798, -123.135870363728",2
"49.2641888432224, -123.135472198322",2
"49.2801155775232, -123.077615135091",1
"49.2603779262984, -123.09875731898",9
"49.260442057896, -123.098972536516",9
"49.2605195162385, -123.098656323712",9
"49.2533703309911, -123.101259472307",1
"49.2712374975981, -123.07698650686",11
"49.2051458506661, -123.132938901529",1
"49.2461302622367, -123.049189767078",1
"49.2686812731944, -123.111473024767",3
"49.2689309441299, -123.110958809534",3
"49.2424991465785, -123.060347529147",4
"49.2587520832111, -123.040766745096",5
"49.2468390051787, -123.185799004327",3
"49.2346311395456, -123.036172089067",1
"49.2790974377416, -123.093307536292",1
"49.2832796389683, -123.067810321438",1
"49.2604885270017, -123.137484202292",1
"49.280855998013, -123.110426166587",3
"49.2179503007863, -123.091880494018",1
"49.2667006835883, -123.103052273382",2
"49.2770651934523, -123.081637146789",5
"49.26334279204, -123.138159622093",12
"49.263409816124, -123.138151438769",12
"49.2764472906634, -123.074732556982",5
"49.269833382498, -123.068029674941",2
"49.2773286119238, -123.071520109952",1
"49.2126229299317, -123.13944417335",1
"49.2499146856485, -123.142950232849",1
"49.2503144218964, -123.077179620757",4
"49.2325335738651, -123.065152424423",1
"49.2818227088797, -123.059515560897",1
"49.2590982168833, -123.138321517158",2
"49.2612826818057, -123.13908209808",1
"49.2633475402274, -123.112466918434",6
"49.2666887706013, -123.076946055424",4
"49.2576837829355, -123.101667089964",6
"49.2677320398281, -123.144187741398",1
"49.2677401319265, -123.144694296708",2
"49.2532947902016, -123.083344545619",3
"49.253391729634, -123.083509349138",3
"49.2855661941783, -123.060140746463",1
"49.2666050729139, -123.068343319937",1
"49.2684037958725, -123.15300496784",4
"49.2475062947841, -123.069598828649",5
"49.2656665817511, -123.101328314362",6
"49.268739919161, -123.177144735405",9
"49.2820752626029, -123.102787435802",13
"49.2807564898186, -123.085422918405",4
"49.2835977068335, -123.111841723126",6
"49.2721164461963, -123.098570310705",1
"49.2808768414929, -123.058701928274",7
"49.281418910987, -123.05575529659",2
"49.2843836088471, -123.107594793241",2
"49.2555911284637, -123.11560375194",4
"49.2625991541482, -123.120861554103",1
"49.2825746435834, -123.122552391411",2
"49.2797218992107, -123.1229120523",8
"49.2797705602633, -123.122838629217",8
"49.2900416509274, -123.133793648992",4
"49.2677221080131, -123.143654239208",1
"49.2430616391803, -123.044713753904",1
"49.2429988122311, -123.045507805512",1
"49.2580571059923, -123.114672274413",5
"49.2820562109229, -123.101094747191",2
"49.2814647590241, -123.09078184554",2
"49.2691457616236, -123.146007055873",1
"49.2349148406176, -123.161015861631",3
"49.268521079158, -123.103604323473",8
"49.2593489713589, -123.152771028742",1
"49.2127246453026, -123.091449680417",1
"49.2797316330111, -123.077660165835",1
"49.2832598772883, -123.132959081198",1
"49.2639967874464, -123.203552399152",5
"49.2684068909046, -123.06669839746",1
"49.2298036526058, -123.091039886428",5
"49.2579912389198, -123.101565335667",6
"49.2607425825521, -123.071072925192",1
"49.2859427709006, -123.13829162076",1
"49.2856641501249, -123.133701788657",1
"49.2821163348912, -123.106306581068",6
"49.2808980819249, -123.061057216102",3
"49.2814239951168, -123.057314256101",1
"49.2571967205025, -123.100854574772",2
"49.2754056513875, -123.077954329246",3
"49.2814355486746, -123.060225095468",10
"49.2605215210024, -123.104529670546",1
"49.2644799134699, -123.176741000202",3
"49.2694721871821, -123.138901769507",1
"49.2737894721908, -123.123706981752",1
"49.2519365187115, -123.080311858695",7
"49.264072363915, -123.20835222925",3
"49.2806410505462, -123.078053340417",7
"49.263041348332, -123.100557193665",11
"49.2741000507749, -123.081848282142",1
"49.257244931534, -123.127736550766",8
"49.2837736594678, -123.096529814434",1
"49.2837154116168, -123.093537957717",2
"49.2632591755498, -123.106598506226",13
"49.2679550088335, -123.15839737642",10
"49.2809435334552, -123.098534169658",4
"49.2805115147781, -123.100164198129",2
"49.2806719794401, -123.101811366863",8
"49.2765726512546, -123.08109051569",6
"49.2765751895722, -123.081190606919",6
"49.2341933386264, -123.115598920281",8
"49.2554226984304, -123.099749744678",1
"49.2255548833567, -123.077583246349",3
"49.2255569932126, -123.07773642566",3
"49.2594221935733, -123.069430912368",4
"49.2653330384816, -123.106089814061",3
"49.2627791887247, -123.090612236556",13
"49.2881592349846, -123.035152811943",3
"49.278326323664, -123.116209372786",2
"49.2814908203238, -123.133390352222",1
"49.2808945899287, -123.066722125472",1
"49.2067734999831, -123.14017122364",1
"49.247171001452, -123.090575687791",1
"49.2562656634029, -123.088433011203",12
"49.2806607784092, -123.100756671624",2
"49.2806620371206, -123.100860481861",2
"49.2661061521756, -123.099075353855",6
"49.2343738109604, -123.131999979282",1
"49.270158336379, -123.099848457602",1
"49.234942050657, -123.161821001427",2
"49.2837914359373, -123.102967308353",1
"49.2508091092142, -123.068498703506",1
"49.2637830932791, -123.131701597315",1
"49.2636641442616, -123.125126477568",1
"49.2749718746189, -123.069153817012",4
"49.262355346591, -123.101421950166",10
"49.2680180665243, -123.104484640177",1
"49.2726474763174, -123.15059632793",2
"49.2727158450754, -123.150592274435",2
"49.2515795740787, -123.104090045245",1
"49.2629688763507, -123.066169205266",1
"49.2865110838563, -123.139125103821",1
"49.2865232852398, -123.139383093033",1
"49.2866980611998, -123.139151908149",1
"49.2590199051253, -123.192580949147",1
"49.2682406723882, -123.099822937896",1
"49.2773569585301, -123.096657690354",1
"49.2509105370246, -123.034290060306",1
"49.28266126632, -123.11534401923",3
"49.2807057440836, -123.086935811643",1
"49.2725341405952, -123.069978672124",4
"49.2836951789797, -123.092411915287",2
"49.2814704971942, -123.091080002069",1
"49.2829980826914, -123.073075294866",3
"49.2650041931132, -123.093452455896",1
"49.2650049878464, -123.09358192164",1
"49.2650057664046, -123.093720060458",1
"49.2626944435021, -123.077963044153",2
"49.290523832954, -123.138897150073",1
"49.2797619438883, -123.100880589883",5
"49.2797659077519, -123.101089886943",5
"49.2683559795561, -123.151054943984",1
"49.2319888023585, -123.090186111915",3
"49.282995376947, -123.103183561003",8
"49.2836623931227, -123.062263633434",1
"49.2767620225096, -123.128317476834",4
"49.2333259406551, -123.090182502167",9
"49.284460124221, -123.126194420991",1
"49.2836305427756, -123.057051077366",1
"49.2763995702146, -123.070674010094",7
"49.2764008358174, -123.070810682505",7
"49.2781753107779, -123.124049981102",5
"49.2591504270716, -123.06943619341",2
"49.2635547712482, -123.15558303334",1
"49.2678488739825, -123.151865511677",1
"49.2645074188798, -123.123898498644",1
"49.2789601214064, -123.124059415104",4
"49.2724867705257, -123.076955485417",1
"49.2598224989269, -123.070307736386",4
"49.2515448033844, -123.079571324505",6
"49.2516032135506, -123.079669682331",6
"49.2517309105039, -123.079720744461",6
"49.2809046441196, -123.110350653346",2
"49.264294370928, -123.163583728845",7
"49.279958507858, -123.065889285745",1
"49.2799658206859, -123.066455197381",1
"49.2610914892644, -123.068419612493",1
"49.2851673272424, -123.094625861236",3
"49.267833017467, -123.150827009111",4
